neutral	Cheaper carbon replaces silicon in solar panels: Washington, Nov <number> (IANS) Researchers have built the first solar <url>
negative	Can't wait to hear tomorrows cmag <allcaps> Meeting about horny <allcaps> (CoNI ) Report. Baages wait &amp; watch you will be grilled tomorrow ! cmag <allcaps> a hope.
neutral	It's wednesday!! You know what that means new episodes of The Challenge: Battle of the Seasons &amp; American Horror Story: Asylum!!
neutral	Today was National Kissing Day, I'll have to make up for the loss tomorrow
neutral	Tomorrow is the last day for early voting here in Nevada, if you havent already go vote!! Dont wait til tues. to do so
neutral	Taiwan wins visa free travel to US: Six Taiwanese tourists arrived in New York on Thursday as the first from the <url>
neutral	So i <allcaps> thought yesterday was Tuesday. I'm thinking today will be a little like the movie Ground Hog Day.
positive	<hashtag> BetStyleLounge this Saturday <user> will be Turnt to the MAX! Come see me and <user> rock out! <number> and King Dr!! <url>
positive	Man Utd v Arsenal on Sat sees the best defence (AFC) in the league (conceded <number> p/game) against the best attack (Utd) (scored <number> p/game)
positive	"Watching Sunday's ""Harry and Paul"". Good it is too. Well-observed and fearsomely dry."
neutral	We do not live in Ground Hog Day, we don't live with a victim mentality, today b <allcaps> rough but tomorrow won't be the same <hashtag> El <hashtag> leadership
positive	Was thinking of Harry Redknapp for the <user> job for the past few days now. Would be an absolute coup! C'mon Shebby!
neutral	<hashtag> nowplaying Jim White - Crash Into the Sun <url>
neutral	remember last new years and i <allcaps> sat there for <number> hours watching Kasabian live at the O2
positive	Many rumours floating about that Harry Redknapp may be interested in the Blackburn job? What do you all think?
neutral	New Glory Gang music Janet at the Superbowl <url> on <hashtag> SoundCloud
negative	This bitch <user> just put frog back on Lmfao throw back Thursday
negative	No you may not kick it. -Tribe Called Quest answering a text from Billy Cundiff
positive	Happy Valentine's Day (to you that may have one)
negative	My body is exhausted. i <allcaps> walked from <number> and Jeffery to the lakefront, where i accidentally sat on dead fish, to <number> and King Dr. and back.
neutral	"[INFO] TaeTiSeo will perform on ""Love In Asia"" tomorrow (11/02) at <number> (KST), kbs <allcaps> will broadcast the concert on <number> November at <number>"
neutral	Game Day Arsenal Ladies vs Turbine Potsdam Champions League Last <number> <number> Leg Get down and support the Gooners!! <hashtag> UWCL <allcaps> <hashtag> ALFC <allcaps>
neutral	Video Game Trailers - Launch Trailer: Check out the launch trailer for Mass Effect <number> Added: Fri Oct <number> <number> <url>
negative	"My mama going to Jacksonville Saturday ,I would go but she want let me ,I'm on ""punishment"".!"
positive	Great seeing u. I'm host of Google+ Hangout <hashtag> RomneyRally Wednesday of u want invite let me know <hashtag> lynndebate <user>
neutral	Nikon has once again proven it's a small world after all with the latest  - Herald Sun <url>
neutral	Come out on Monday to watch the <allcaps> woman <allcaps> in <allcaps> black <allcaps> w/ the model <allcaps> UN! Free Entry! Concessions w/ donation!! <hashtag> SSU <allcaps> # <url>
positive	Niggas In Paris was playing in the waiting room at the clinic and this old lady sat tapping her walking stick and bobbing her head. So cute.
negative	And to the <number> girls in front of us that sat down and played Temple Run the whole time, why did you even come? <hashtag> confused
positive	Loved the hair style from Friday's Jason Wu New York Fashion Week show? We're giving you the step-by-step to <url>
neutral	<user> Chinese? On top of the international holidays, we have Chinese New Year Eve,Chinese New Year (Day <number> <number> Goh Mei (15th day)
negative	Too Soon? Amazon Opens Black Friday Deals Store: Thanksgiving is weeks away, the World Series only ended on Sund <url>
neutral	<user> may be its true becouse triple h arm has broken for reel or may be he will come back at the royal rumble
positive	Went to see 'The Mystery of Charles Dickens' at the Playhouse Theatre, West End last Thursday starring Simon Callow. It's a must see!
positive	Oh yay! My mom just told me that my Grammy is coming tomorrow!!!! Woot woot! <hashtag> loveher
positive	This may be a little forward - secret-country: but can you imagine the sex Miranda Lambert &amp; Blake <url>
negative	The ending to The Grey may be one of the most bad ass endings to a movie I've ever seen
positive	Safe and sound at Narita airport! Feels good to be back at the land of rising sun
positive	It's so early here in Germany, my American friends are just now getting drunk. Off to Prague, knuckleheads! Talk to you on Sunday! <hashtag> CzechRep
negative	<user> can not let be a let down game Sunday with Houston and San Fran coming up. Gotta focus on beating Tennessee. <hashtag> JayisourQB
neutral	Who's going to Israel this Saturday?!
neutral	Iran army monitoring all ships in Gulf: TEHRAN, Oct <number> a <allcaps> senior commander of the Islamic Revolution Guard Corps <url>
neutral	Soul Train <number> Halloween Party Sat Oct <number> <url> adv <allcaps> tixx <allcaps> $10 - $15 wt out costume $20 at the doorhttp://t.co/IrJ3lzNw
positive	<user> cant wait for you to come to dublin on monday so excited to see you:-) &lt;3
neutral	Taylor Swift to co-host Grammys with ll <allcaps> Cool J: New York, Oct <number> (ANI): Taylor Swift has been chosen to present  <url>
positive	<user> ah okay was hoping to see you out Friday! Next time I'm staying at Harry's we should meet up in Kingston! Xx
positive	<user> lol you mean pronounce it? Idk eitherhmmI like to say it like 'hair-may' or 'hair-mess' lmfao <allcaps> idk <allcaps> OKAY. xD
neutral	<user> Lol. Maybe Friday since I'm going to Georgetown.
neutral	Bird on the Wire is one of the <number> songs i <allcaps> learned as a child. And now daddy and i <allcaps> go see Leonard Cohen! <url>
neutral	<user> next Thursday or Friday they play Maryland in New York for the first real game
neutral	Arsenal Ladies are <number> at ht <allcaps> with ffc <allcaps> Turbine Potsdam in their Women's Champions League Last <number> <number> Leg Clash at Borehamwood. <hashtag> WUCL <allcaps>
neutral	Thursday nights just wont be the same without Waterloo Road
neutral	Harden got <number> in the <number> Damn, maybe Lin and Harden can get my Rockets to the playoffs.
neutral	Community, Cougar Town, Friday Night Lights, Glee, Mad Men, Modern Family, six feets under, skins, Terra nova o the wire???
neutral	Land conservation announcement Monday: Gov. Mitch Daniels and Lt. Gov. Becky Skillman will make a lan <url> <hashtag> nashville
neutral	Ryan Reynolds may be back for a prequel or sequel to Safe House, with or without Denzel Washington. Script is in the works.
positive	<user> oh <allcaps> HEY! i <allcaps> have another reason for you! It's national <allcaps> chocolate <allcaps> day <allcaps> on <allcaps> SUNDAY! <smile>
positive	Dinner with my dad. And tony Parker with a last second game winning shot. What a great nightjust in time to be ruined by <number> tomorrow
negative	Post of the night: Anonymous (ID: ExcV6jkR) <number> No.434329650 This thread is like watching a monkey fuck a coconut
positive	Apple ceo <allcaps> apologizes for error-ridden new map app (+video): Apple ceo <allcaps> Tim Cook apologized Friday for the company <url>
negative	<user> he just got completely, utterly lost it's not like there was a viable <number> option, everyone knew it was Parker's shot!
positive	Congrats to DJ's <number> grade team going to the Superbowl! I'll be there cheering.
neutral	The two Lukes (Austen and Dickens) playing at Nelson Bay Diggers Club this Friday <number> Go check 'em out if you live in the area
positive	<user> Yes thank you Janine!! i <allcaps> saw Kelsey Grammer Wed night at sag <allcaps> but didn't talk politics there. Let's take Hollywood back!
neutral	<number> official release on <user> is out now! <hashtag> EOTT2 <allcaps> with rmx's from Haze &amp; Northern Lights + instrumentals! <url>
positive	Big game for <user> tomorrow, away vs the Knicks at MSG. Personally think Knicks will win first game, msg <allcaps> crowd, Sandy disaster
neutral	Lots of rumors out there. Oilers are said to want Leopold/Adam/3rd, Sekera/Pysyk/2nd, Sekera/Adam, Leopold/Adam for Sam Gagner. Who knows??
neutral	Second last show of the season, <number> annual Gift of Art, with the artists of the <hashtag> kanata Civic <hashtag> art <hashtag> gallery. Stop in! <url>
negative	I'm assuming that heb <allcaps> ran out of candy and people decided to give out pizza instead because it was busier than Super Bowl Sunday today
positive	Goodnight! Big day! Tomorrow I'm at the school to <number> (Argentina time) because i <allcaps> stay to the Mallin! (Tomorrow I'll tell you what is that)!
positive	Today is National Kissing Day coz it's no work day tomorrow!!!
neutral	"Come meet members of the ""1980 Dawgs"" in Athens this weekend at The Red Zone! Friday, <number> - <number> Coach Vince <url>"
positive	This time tomorrow night ill be partying it up in chapel hill <smile> <hashtag> cantwait
neutral	victor cruz isnt himself todayi know he'll get it together in the <number> half
neutral	"Dublin's Street Pub Come join us for Open Mic. Thursday, as the Party continues here at Dublin""s Street Pub. $ (cont) <url>"
neutral	oH man <allcaps> i thought the deadline for act <allcaps> was tomorrow i <allcaps> have until the <number> bless
neutral	<number> movie of the night: The Vow
neutral	"tts <allcaps> will participate in the ""love in asia"" tomorrow (2/11) at <number> will broadcast the program on <number> at <number> on kbs <allcaps> World"
neutral	MILAN-GENOA: <number> ROSSONERI: milanello <allcaps> - <number> players have been called up for Milan-Genoa tomorrow at the San Siro s <url>
neutral	<user> is addicted to ACT. She just took one on Saturday. And she just signed up for a third test.
positive	<user> If Obama wins i <allcaps> am quite sure one of his <number> major foreign policy hits would be successful resumption of talks with Tehran.
positive	Awesome response guys! The correct answer is: Sam Gagner and Brendan Smith. All of you will be put into the draw this coming Thursday! <hashtag> JT <allcaps>
neutral	Not that i <allcaps> want to tip my hand but there will be moves in both portfolio's tomorrow morning at <number> am <allcaps> (CST) Home Run and Follow The $$
positive	<user> Hey Channing Tony Provias from Aberdeen Hope you get a sack on Murray this Sat!!!
negative	<user> Lorenzo Beasley. He was killed on July <number> of last year on the corner of <number> and King Dr. ~#Mile <number>
neutral	For second time, Eagles make stop -- and commit a penalty. pi <allcaps> on Kendricks gives Atl another <number> down. Groundhog Day lives.
positive	<user> would you be up for full day of movies at mine on Thursday? <smile> so far Tarzan and The Notebook is on the list xD
positive	"Like, ""Sweet You."" ""Happy Valentines day."" (when it's July). ""I'll meet you at the shop every Tuesday."""
neutral	Watched Muse on the Jonathan Ross show last night and promptly had nightmares about screwing everything up on Wednesday! Eeeeek!
neutral	"<user> <user> <user> movies Friday night! ""Flight"" with Denzel Washington!!! Don't make plans because i <allcaps> just made plans!!!"
positive	Rivers to Gates, for only the <number> time this season. Keep it up Chiefs, fantasy teams need you
neutral	Google+ Hangout with : october <allcaps> <number> <number> Pacific  /  <number> Eastern via <hashtag> ASKLLCOOLJ <allcaps> <hashtag> LLCOOLJHangout <url> <hashtag> KPOPTV <allcaps> <hashtag> 2PM <allcaps>
neutral	ac <allcaps> Milan reportedly want Miralem Pjanic to join the San Siro in January (Source: Corriere dello Sport) <url> <hashtag> transfertalk
positive	Gotta remember to bring dionje candy tomorrow, lol he got mad at me today!
negative	Watched The Vow for the <number> time and I'm still tearing. What's wrong with this movie. It's tooo omg i can't even.
neutral	See you on March <number> From Argentina to Miami, no limits for <hashtag> ASOT <allcaps> and <user>
positive	<user> Better Suit Up at the Senior Bowl Friday night.
positive	Egypt&amp;#039;s President Mohamed Morsi on Monday pardoned all those arrested between the start of the revolution t  <url>
positive	Kurt Convey wins the boys race in <number> with Nick Diaz coming in <number> around <number> Rounding out the top <number> was Kenny Castro.
positive	fyi <allcaps> - the ridiculously adorable ladybug Larry Bird gives his <number> piece of candy to is our producer/ director Chris Koch's gorgeous daughter!
neutral	Pictures of <hashtag> OVERDOSER <allcaps> <number> Anniversary party at Safe House <hashtag> Thonglor are online! Check it out! <url> <url>
negative	Realized that I've just spent Halloween, super bowl Sunday, and my last two birthdays either in the library, or in a computer lab
neutral	busted <allcaps> <user> caught out celebrating the <number> cup win with Andy Carroll and Joe Hart <hashtag> Beer <hashtag> Jager <url>
neutral	<user> If they are still looking for a Center, they may want to inquire about Sam Gagner. Edmonton needs D.
positive	Enjoyed the flotus <allcaps> today in FL! <user> u r BRILLIANTsimply put! Glad i <allcaps> voted Saturday <hashtag> Obama2012 <hashtag> DUVAL <allcaps> <url>
positive	tonight's Never Mind The Buzzcocks has the hilarious noel <allcaps> fielding <allcaps> again <smile> can't wait to download it tomorrow
neutral	Top ten <allcaps> strikers who are on the Premier League's January wishlist <url> via <user>
neutral	Police surgery Fri for <hashtag> Penygraig residents at the Boys&amp;Girls Club <number> <number> pop along and meet your local officer <url> <hashtag> MD <allcaps>
neutral	Would you like <allcaps> to see cornerback Champ Bailey play in his twelfth Pro Bowl this January? <number> Pro Bowl voting <url>
neutral	Taking a litre of fizzy, flavoured water to bed tonight, Super Sunday is gonna result in a mouth like Ghandi's flip flop! <hashtag> gacky <hashtag> rank <hashtag> beer
positive	"Cant wait to see ""Flight"" on Saturday, Denzel is one of the best actors in the world alongside Leo and De Niro"
neutral	<user> we put a <number> team out and get beat and you go <hashtag> Rafa  Behave Ben ! <repeat> You sound like a wool calling for Rafa
positive	Now y'all know all that Halloween candy is gonna be on clearance tomorrowyou can save it for Valentine's day <smile>
neutral	City game at the Ravens stadium Saturday at noon <number> dollars to get in i will be there who else going?
positive	<user> <user> looks like it's coming on Valentine's Day. i <allcaps> liked the <number> i <allcaps> think <number> will be just as good. He's in Russia this time.
neutral	<user> Nov <number> at the San Siro. i <allcaps> pray we would've gotten back our rhythm before then or we'll get embarrased.
neutral	Aston Villa line up January bid for Danish midfielder: Aston Villa are reportedly monitoring the availability of <url>
neutral	PHOTOS: Rihanna Crowned Carnaval Queen: Pop superstar visited the Greystone Manor Supperclub Wednesday night and was <url>
negative	<user> <number> There is no Android device worth buying outside of the Nexus line, in my opinion. Especially not the Galaxy s <allcaps> line
negative	<user> As a point, Flacco had a <number> qbr <allcaps> last Sunday. Even vet qb <allcaps> had a bad day.
negative	<user> yeah i <allcaps> saw them open for Taylor Swift in march. They were awesome! Is Cher just like a fucking bitch on stage?
positive	Going to the Georgetown game on Friday! <hashtag> imwearingblue <hashtag> istillloveeastview
positive	Sophia Grace and Rosie: we know one of your songs!! the sun comes down na <allcaps> na <allcaps> na <allcaps> na <allcaps> <user> <url>
positive	Come out and have some laughs with Me, Spartacus, and Max at Caroline's Comedy Club this Wednesday October <number> <url>
neutral	<user> down to blaze with Joe and i <allcaps> tomorrow?
positive	My Sis won tickets for the Jonas Brothers concert @ Fort Canning on Monday
negative	Fuck you, band that covered it on Friday night, and fuck you Ricky Martin for existing in the first place you big jerk.
neutral	At a live basketball fantasy draftsort of. i <allcaps> got the <number> pick. got Melo, Monta Ellis, Iguodala and Ibaka so far
neutral	<user> Yea i <allcaps> say, mid January for a new single. Right in time for the superbowl&amp; video at the end of January leading into SuperBowl
neutral	<number> floor Paterno with <user> <user> <user> we're going to be productive from now on.
positive	"February <number> is a nice time to release it. Its the week of the Grammys too. Albums ""sell"" that week."
positive	The Landlord from Will Ferrell.avi <url> via <user> This will cure the Monday blues. Funny funny shit
negative	Cofield should have hopped off the dm <allcaps> sticks after his <number> year. Niggas was tired of him lol
negative	You'd think after not replying to the <number> text the Twat face would get that i <allcaps> fucking hate him.
positive	"Watching ""The Vow"" for the <number> TIME! i <allcaps> &lt;3 it! Already cried <number> times!"
positive	Finally in bed. Such a long day, but so much was accomplished. Athens tomorrow!!
neutral	For the French fan of <user> The tvmovie : Drew Peterson : untouchable Will be broadcasted Thusday <number> October at <number> pm <allcaps> on <hashtag> TF1 <allcaps> !
neutral	So i <allcaps> asked a diehard fsu <allcaps> fan about the game against Dook on Sat &amp; they are kinda worried about Coach Cut &amp; his Coastal division leading team
neutral	If you built ford tough or built like Ray Lewis on a Sunday in full pads, take yo ass somewhere and get some sweat pants or baggy jeans.
positive	The Vow! Love this movie. If you are meant to be with your loved one it will happen no matter what obstacles you may face! <hashtag> truelove <hashtag> exists
neutral	New Jeremy Kyle starts Monday, you bitch I'm back to school then!!
neutral	Pentagon open to more than just <hashtag> Blackberry? iOS and Android may make an appearance. <url>
neutral	i <allcaps> think it got eaten by a grue.- pc <allcaps> Friday - Diablo iii <allcaps> (PTR Patch <number> | <url> <url>
positive	Perfect weather to finish a great week.Saw Noel Fielding's show Thursday at the Ath. Meeting him would have made the week perfect!
neutral	Mohamed Nasheed's Press brief about coni <allcaps> report - <number> Aug <number> <url> via <user>
neutral	a <allcaps> Leonard Cohen and Jeff Buckley album just in time for black friday? <hashtag> buymethat
positive	<user> <user> and <allcaps> <user> all on The Jonathan Ross show tonight = Terrif sat night in! Well done <user> <hashtag> Toofunny
neutral	<user> i <allcaps> have a couple, of Jets games, but they're from the end of the season. wish i'd kept more of dec. also, i have the Sam Gagner game.
neutral	all <allcaps> aboard <allcaps> <number> flight to Hong Kong then off to the uk <allcaps> from there <hashtag> Tweet_Yah_Later
neutral	Looks like Rooney, RVP, Rio, Evra, Giggs and Young will all be rested tomorrow. Expecting a few of the youngsters to feature. <hashtag> MUFC <allcaps>
positive	"i <allcaps> love the ""on time"" part=&gt; <user> Axl Rose shows up on time, gives Jimmy Kimmel <number> live tv <allcaps> interview in <number> years <url>"
positive	Nothing like watching the Vow on a Friday night. Cheers to cancelled plans and sickness
positive	Can't wait to see 'Flight' with denzel <allcaps> washington <allcaps> on tomorrow! Bam! <smile>
positive	Tomorrow, the biggest name in music &amp; entertainment is on the show! And no it's not Ricky Martin. Who is it? Click - <url>
positive	Mizzou beats Kentucky <number> Tigers advance to face top-seed Florida in the semis on Friday at <number> p.m.
positive	Did anyone read the nyt <allcaps> interview with Egyptian president Mohamed Morsi on Saturday? Good read: <url>
neutral	For any of those who went to see the Dancing On Ice tour this year the dvd <allcaps> of the tour comes out November <number> <number> <url>
neutral	Anyone wanna tell me why us trending says Bon jovi performed at the Grammys. Aren't they in feb?
positive	Watchin Step Up &lt;3 the <number> one is the best with Channing Tatum as the main guy &gt;&gt;&gt;
neutral	Just found out about the <user> production of Dickens performs a <allcaps> Christmas Carol, surely a must this December. <url>
positive	Just cus it's Friday here are <number> reasons why Bill Murray is awesome <url>
neutral	My photos up at Photoplus and the Olympus booth. Come out and say hello! Ill be here till Saturday. <url>
positive	<user> Eleanor, that's cool, it would be great to see your pastel art. <smile> Link to the painting i <allcaps> did on Monday <url>
neutral	What if the world could vote on Nov <number> France leads the Obama camp, including Britain, Peru, Turkey, India among others <url>
neutral	"People should stay after school tomorrow to help the nhs <allcaps> We will be watching ""The Woman In Black"""
neutral	So Kendrick Lamar <number> week projected sales iz <number> That's wassup for an artist different from the norm to do those kind of numbers.
neutral	Signing Day this Friday for FDAHS. hate the school but i <allcaps> love my senior class, we be on.
positive	Thanks, Dave! Great show tonight. Sorry, Craig. I've got to get to bed. I'll catch you tomorrow. <user> David Letterman
negative	LMFAOASDFGHJKLOMG. i just saw a picture of Jenelle from the <number> day of school in <number> grade damn that nigga changed.
positive	<user> Jean, tomorrow is Free kissing <allcaps> Day! <smile> Nothing. Just wanna tell you that
neutral	Amazon has deals on Home Theater items on during the countdown to Black Friday. <url>
positive	<user> Ever since Uncharted <number> and Mass Effect <number> I've been weary of third games. Then again this is technically the <number> Can't wait!
neutral	Friday is the last day to early vote in Maryland. I'm4Q6. Please join me and vote for <allcaps> Question <number> <hashtag> VoteFor6
negative	Seriously all of you people are dumb saying that all of the schools in cny <allcaps> are going to be closed tomorrow
positive	Got a great piece for you History buffs Friday morning, a game between Schalke &amp; Bayern that marked the end of Germany's greatest ever side.
neutral	<user> Any truth in this interview with Harry Redknapp tomorrow?
neutral	"Al Pacino to play Joe Paterno in biopicthis is going to be his <number> film where he says ""Say hello to my little friend"" -@sethmeyers21"
positive	So This Saturday, Fort Canning with sweetheart(: okay can! Yay!!
neutral	"Just finished watching ""The Vow"" for the <number> time."
neutral	I'm determined to watch The Vow tomorrow, i <allcaps> still haven't seen it!
neutral	<user> Do you have chocolate? Sunday is National Chocolate Day.
negative	"<user> Just noticed you using the Spanish abbreviation ""NO sure"", no? Think you're missing Rafa, mon brave"
negative	Have to say i <allcaps> think Jason &amp; Taylor may have been robbed by the married duo tonight of Blake &amp; Miranda
neutral	Have you ever forgotten to get a Valentine's present? Your chance at Feb <number> <hashtag> bonjovi tix coming up! <user>
negative	<number> night Parker has been on it boy oh boy
positive	Controversy aside, the <number> games shown on tv <allcaps> for Super Sunday were great spectacles. <hashtag> BestLeagueInTheWorld
neutral	[PAGASA] <number> Intermittent light to occasionally moderate rains over southern portions of Negros, Cebu &amp; Bohol may persist for the next
positive	applications <allcaps> are <allcaps> due <allcaps> this <allcaps> friday <allcaps> november <allcaps> <number> Let this video of yes <allcaps> prep <allcaps> Senior Signing Day inspire you as <url>
neutral	Apple ceo <allcaps> apologizes for error-ridden new map app: Apple ceo <allcaps> Tim Cook apologized Friday for the co <url> <hashtag> coreformulas
neutral	Jimmy Kimmel Live - Axl Rose, Part <number> Part <number> of Jimmy Kimmel's interview with Axl Rose.Added: Thu Oct <number> <number> <url>
neutral	Watch live Queen of the South vs Edinburgh Cit <url>
negative	I'm listening to the a capellas of The <number> Law and appreciating how bad ass Bellamy is. Not that i <allcaps> didn't already know from his other albums
negative	If you are a family member, friend, or fan of Austin Rivers you may want to unfollow me. This is about to get ugly.
neutral	Sophia Grace and Rosie look back at highlights from their long singing career (it's their <number> anniversary on <url>
positive	Happy Valentines Day &lt;3 ! <repeat> in Brazil, it is celebrated on June <number> Your mind = blown !
negative	<user> <user> yeah i'm not to sure about Klass -jan think he'll be an Andy Carroll type striker -bang em in or flop
negative	<user> seriously i think he may pull out his gat and shoot me! i need to call upon castle greyskull for my powers <hashtag> IHaveThePower
negative	Refuse to admit that it's <number> year. Bring on my Groundhog Day
positive	cried for every episode of Dream High <number> starting from episode <number> T-T tomorrow i shall watch the last and final episode!
neutral	continued <allcaps> assault <allcaps> - Indianapolis faces a tough Miami defense this Sunday, one that ranks third in the league in yard <url>
negative	<user> I'm not sure about what Evra is upto. i <allcaps> like Buttner. Should be given more games.Rafael cannot defend. We might see a buy in Jan
neutral	"<user> I'm thinking of an outfit like ""Nick the Lounge Singer"" (Bill Murray) from the old old Saturday Night Live. Maybe a sherbet tux?"
neutral	<user> Groundhog Day? He just keeps seeing jt <allcaps> Snow rounding <number> over and over and over and over#marlinsmysteryfanrevealed
positive	i <allcaps> liked a <user> video <url> <number> GRAMMYs: Paul Simon and John Lennon co-presenting the grammy <allcaps> for Record Of The
neutral	<user> I'm going over to britain and Ireland's next top mode and jls are performing on the Monday and that's the day i <allcaps> was supposed
negative	Reading The Sun and watching Jeremy Kyle. Where did it all go wrong? Better do some work. <hashtag> ashamed
neutral	<number> time I've seen Eleanor respond to hate o.o she seems to sweet to say <number> mean thing! <url>
negative	omg the music video comes out tomorrow! Btw i <allcaps> still can't get over Harry's voice :') <url>
neutral	Egypt&amp;#039;s new president Mohamed Morsi on Monday described the relationship between the U.S. and Egypt as some  <url>
positive	<number> Noel Fielding comedy gala tonight <smile> <number> Work all day tomorrow <number> Granny Smith festival that night
positive	"Watching ""The Woman In Black"" for the <number> time hahaha"
neutral	Going to Healthy Kids Day: Cover the Kids  at Boys &amp; Girls Club - Teichert Branch on Sat, Nov <number> <url>
negative	<user> Mostly just a misunderstanding over who called whom. Bigger issue is pepper-spraying people who want to march on Republic Day
neutral	Wow  This is the clip of Dublin's Sunday Times journo Paul Kimmage confronting Lance Armstrong : - YouTube <url>
positive	Had a 'low' momentthen i <allcaps> thought, why? <number> on Tuesday i <allcaps> see Noel Gallagher up close with the best boy in the worldnow I'm smiling :0)
negative	Gov. Mitch Daniels is rallying Republicans with a rare appearance that may have violated h <url>
neutral	<user> Would the bar be showing Pittsburgh Steelers v <allcaps> New York Giants on Sunday night?
positive	<user> i <allcaps> watched it <number> the <number> time &amp; <smile> Voted <number> it in the nta <allcaps> awards - best Factual program. Mite need <number> watch rest on itvplayer
positive	i <allcaps> may be a little too optimistic but i <allcaps> think the Browns vex themselves of the Baltimore curse and beat the Ravens. Maybe its just me lol
positive	<user> it's out already? Thought it was tomorrow? Denzel is the best EVER. Movie looks amazing.
neutral	Might have a Royal Rumble Death drinking game tomorrow. Alone. One day, we should have a Rumble Death drinking game <user>
neutral	Jeremy Lin may have a lil Chinese wiener, but he still gets <hashtag> Hard4Harden
negative	i always cry wen i listen to Avril singing Tomorrow in Dublin,i just remember everything bad happened to me <neutralface>
neutral	Cupid and Psyche isn't an original Greek myth. It was a story in The Golden Ass by Apuleius and often cited as the <number> Fairy Tale.
positive	i <allcaps> comeposed my first Twat on september <number> so technically iv had a twitter for a long time then forgot about it good to be back
neutral	We have a member who needs a ride to the doctor in Indianapolis early Monday morning. Could you <allcaps> be the answer to <url>
positive	hai <user> please hear me <smile> We Want Avril's New Single maybe just teaser <number> it'll oke for me !
positive	there is on thing i <allcaps> have learned from the mlb <allcaps> playoffs, Cougar Town on a new network. i <allcaps> can't wait till January. <hashtag> poundinggrape <hashtag> PENNYCAN!!! <allcaps>
neutral	Jonas Brothers are gonna go live at Fort Canning on the <number> Hmmmm.
neutral	<user> Oh iight i <allcaps> can dig it but how you going to act tomorrow night tho younging ?
positive	<user> u <allcaps> r a <number> to the Hog fans, VA3!!!!! u <allcaps> got props from the coach Wednesday night at the Signing Day event in the Ville,#WPS!
positive	Happy Valentines Day? o.o say what? Is it Feb <number> already?
positive	<user> so u sat down with Sophia Grace and Rosie to tea and it was awesome! <smile>
neutral	Police: you have the right to remain silent. what ever you say may be hel against you Me: Harry Styles
neutral	The Emmys are the unwatched awards show: In February, the Grammy Awards show blew through the <url> <hashtag> entertainment <hashtag> OC <allcaps>
positive	Happy Valentines Day lulwhuuuut? i <allcaps> guess it is February weather though
positive	<hashtag> torchlight2 comes out tomorrow. Torchlight is in my list of best games of all time. i <allcaps> like it better than Diablo III. <number> promises more.
neutral	Beating the Retreat ceremony is conducted on the evening of January <number> the third day after the Republic Day. <hashtag> facts
neutral	Art on the Town Friday November <number> <number> brand new locations!
positive	<user> Kendrick Lamar on Sunday! I'm going to rub in how good it was
positive	i <allcaps> will consider Arsenal to have the potential to win Premier League this season if only they beat Manchester United tomorrow.
neutral	<user> <user> Can't really remember but i <allcaps> think it was Capello's <number> and we started with <number> or <number> wins and ended with Chimenti
positive	<user> - Another example of a good college player who had a great week at Senior Bowl to ease concerns about toughs &amp; get into <number> round
positive	"rehearsing for Nov <number> ""@MlTTR0MNEY: just called Jim Leyland to congratulate New York Giants on their victorious baseball match <hashtag> SFGChamps <hashtag> p2"
positive	Just wrote a great song with Mitch Daniels! Really looking forward to performing it with him on Thursday! <smile>
neutral	It is Saturday after all. Question - is Giroud the new Torres? and Superbowl switches to Comerica Park for Game <number> Where?
negative	I'm going and actually meeting Channing Tatum tomorrow. It's all set up. Suck my dick twitter!
positive	The boys are hot!! <hashtag> streakin Big win tonight let's do er again tomorrow! <hashtag> keepitrollin
positive	Good point he may still be uphe's off to Las Vegas! <user> <user> <user> <user>
negative	And on Tuesday, Harry Redknapp distanced himself from the job following speculation he was planning talks with the club.
positive	I'm excited for trunk <allcaps> or <allcaps> treat <allcaps> tomorrow (Nov <number> night at the Boys and Girls Club in Pottstown. It will start at <url>
positive	<user> have you filmed Jonathan Ross yet??? Can't wait to see it on sat! <smile> xxx
positive	<user> <user> hip hip hooray, meet you in nevada tomorrow so we can prepare.
positive	Come out and support <hashtag> RecapO tomorrow at <hashtag> SilentNight on <number> and King Dr. from <number> Be the change you want to see.
neutral	Liverpool looking to activate Demba Ba's <number> buy out clause with Andy Carroll going the other way in january
positive	Safe and sound at the hotel! Scotty passed out on the plane and had to get doctors and oxygen. Practice tomorrow, <url>
positive	One more day of work before rugby filled weekend. Hurry up Saturday! <hashtag> esherrugby <hashtag> refereeing <hashtag> excited
neutral	<hashtag> Obamanewpromises Chinese New Year will replace the <number> of July as our Independence Day Holiday
positive	<user> <user> <user> Keep yr eyes open for Incursion. It may not be Spartacus, but it's going to be out of this world <smile>
neutral	Saw this after the game Saturday. @ Former Site Of The Now Removed Joe Paterno Statue At Beaver Stadium <url>
negative	i <allcaps> may be the odd man out on this but i <allcaps> don't get all the buzz on this Kendrick Lamar. Decent i <allcaps> guess, but not stellar.
negative	"This may be a reason to swap, iOS has too many daft games. ""Android is a desolate wasteland when it comes to games."" <url>"
neutral	<user> yea!! And i <allcaps> know the most people going to those places!! i <allcaps> think only Hk and Taiwan are going on Thursday.
negative	First Murray is out for the Dallas Cowboys now Felix may be questionable for the Atlanta game. Not looking good for the running backs!
neutral	omg <allcaps> Bullet For My Valentine are going to be on Radio <number> on Monday night
neutral	Coni is still looking for volunteers for the painting project that is expected to be completed on Saturday, November <number> and November <number>
