neutral	guess	<user> guess who's going to your December <number> concert at MSG! <hashtag> ThisGirl
negative	even <allcaps>	Niggas is having <number> grade fights on here you in high school i <allcaps> CAN'T even <allcaps> DEAL.
neutral	i <allcaps> the only one that think	Rumour has it that Beyonce may perform at Superbowlam i <allcaps> the only one that think <hashtag> TheGaslightAnthem would rock it?! i <allcaps> am biased though
negative	fairly bad	Davos coach Del Curto expects Rick Nash to return tonight. Davos are a fairly bad <number> in the table with <number> points from <number> GP. <hashtag> NYRangers
positive	more fun	i <allcaps> played rugby yesterday may have broken my finger but it was definitely worth the pain the game is more fun than i <allcaps> remember
positive	just	Every Thursday i <allcaps> go to Jesse Black in Casselberry, fl <allcaps> just for these girls <url>
negative	out	Dear Spurs, You are out of COC, not in Champions League and come May wont be in top <number> Why do you even exist?
negative	not in	Dear Spurs, You are out of COC, not in Champions League and come May wont be in top <number> Why do you even exist?
negative	wont be	Dear Spurs, You are out of COC, not in Champions League and come May wont be in top <number> Why do you even exist?
negative	top	Dear Spurs, You are out of COC, not in Champions League and come May wont be in top <number> Why do you even exist?
negative	even exist?	Dear Spurs, You are out of COC, not in Champions League and come May wont be in top <number> Why do you even exist?
positive	discounted candybe ready	TomorrowWalmart, Target, Walgreens, CVS, Kroger, whoeverI'm coming for that discounted candybe ready for it <smile>
positive	<smile>	TomorrowWalmart, Target, Walgreens, CVS, Kroger, whoeverI'm coming for that discounted candybe ready for it <smile>
neutral	wants to see it?	i <allcaps> recorded The Wanted on Celebrity Juice so if anyone missed it, I'll stream it again on Saturday if anyone wants to see it?
positive	awesome! Not quite sure	Dishonoured is awesome! Not quite sure where to rank it. Journey and Walking dead are one and two. i <allcaps> think it's <number> behind Mass Effect <number>
positive	Birthday	<user> Happy Birthday sweetheart. May all your days be special, just like you. Love, Grammy
positive	May	<user> Happy Birthday sweetheart. May all your days be special, just like you. Love, Grammy
positive	just	<user> Happy Birthday sweetheart. May all your days be special, just like you. Love, Grammy
positive	Grammy	<user> Happy Birthday sweetheart. May all your days be special, just like you. Love, Grammy
positive	loved her so much	i sang an Avril Lavigne song for the talent show in the <number> grade i loved her so much
positive	most greatest	Guess which star is the <number> most greatest women in the world and won many Grammy awards and is a singer?
positive	won	Guess which star is the <number> most greatest women in the world and won many Grammy awards and is a singer?
positive	Big news!	Nadal at the Parc des Princes this Saturday!: Big news! Rafael Nadal accepted the invitation of Paris Saint-Germ <url>
positive	accepted	Nadal at the Parc des Princes this Saturday!: Big news! Rafael Nadal accepted the invitation of Paris Saint-Germ <url>
positive	madness	Wildcat madness tomorrow! Community pep rally! Bell game! Hope to see you all there!
positive	Hope to see	Wildcat madness tomorrow! Community pep rally! Bell game! Hope to see you all there!
positive	Congrats	Congrats to <user> as Mizzou beats Kentucky <number> Tigers advance to face top-seed Florida in the semis on Friday at <number> pm! <hashtag> MIZSEC <allcaps>
positive	yay:D	So Tomorrow gonna stay for the game with Israel yay:D
negative	guilt	<user> Really? really? Terry's guilt was well proven, tv <allcaps> footage was available. Suarez was punished of the strength of Evra's word. C'mon!
negative	punished	<user> Really? really? Terry's guilt was well proven, tv <allcaps> footage was available. Suarez was punished of the strength of Evra's word. C'mon!
positive	will <allcaps>	<user> November <number> we will <allcaps> be going to see Breaking Dawn Pt. <number> ma'am!!
positive	crushed	Like Larry Bird in the Ole' <number> Contest Tonight at the Alfred E. Smith dinner <hashtag> Romney went <number> and absolutely crushed it. <hashtag> ObamaFailed
negative	<hashtag> ObamaFailed	Like Larry Bird in the Ole' <number> Contest Tonight at the Alfred E. Smith dinner <hashtag> Romney went <number> and absolutely crushed it. <hashtag> ObamaFailed
negative	may not	<user> <user> sparks fly by Taylor swift may or may not have been in the background. It was moment I'll never forget lol
positive	forget	<user> <user> sparks fly by Taylor swift may or may not have been in the background. It was moment I'll never forget lol
positive	<hashtag> CelebrateTheRightHoliday	It's November <number> so you know what that means. You'll see Valentine's Day stuff at Walmart soon. <hashtag> CelebrateTheRightHoliday
positive	Good year! Mega potential!	Janowicz was <hashtag> 221 <allcaps> in January and the win over Murray today takes him to <hashtag> 46 <allcaps> - Good year! Mega potential! <hashtag> 36 <allcaps> if he beats Tipsarevic.
positive	beats	Janowicz was <hashtag> 221 <allcaps> in January and the win over Murray today takes him to <hashtag> 46 <allcaps> - Good year! Mega potential! <hashtag> 36 <allcaps> if he beats Tipsarevic.
negative	fucking good	How's Channel <number> celebrating its <number> anniversary? Is it pretending the first <number> years when it was any fucking good never happened?
neutral	little	<user> Hi Bob.'m Fine.Tomorrow is a holiday here, All Souls' Day 'n the <number> Republic Day,another holiday.Now I'm a little busy 
negative	miss	okc <allcaps> Thunder center Kendrick Perkins may miss the preseason due to a wrist injury
positive	WOW!!! omg <allcaps>	WOW!!! omg <allcaps> Today for my <number> birthday i <allcaps> woke up and <user> follows me! i <allcaps> knew this day would come! Thanks Jennette! &lt;3
positive	Thanks	WOW!!! omg <allcaps> Today for my <number> birthday i <allcaps> woke up and <user> follows me! i <allcaps> knew this day would come! Thanks Jennette! &lt;3
negative	assassinated	The memorial of his grace Bishop Samuel  May he pray for us  He was assassinated with Sadat on the <number> <url>
positive	I'm so happy!	<user> Saturday i <allcaps> buy my ticket for the <hashtag> TMHTOUR <allcaps> in Belgium! I'm so happy! <smile>
positive	Stoked	dc <allcaps> tomorrow! Stoked to see friends at American, Georgetown and elsewhere. Text me if you are free. <hashtag> fb
positive	Top	<user> you have a Top <number> sg <allcaps> with <number> <number> men. and you left off Monta Ellis
neutral	left	<user> you have a Top <number> sg <allcaps> with <number> <number> men. and you left off Monta Ellis
negative	shit	"This is ball shit because i <allcaps> broken my ankle on Sunday at football the army won't let me in for <number> thanks Callum ""Twat"""
negative	won't	"This is ball shit because i <allcaps> broken my ankle on Sunday at football the army won't let me in for <number> thanks Callum ""Twat"""
positive	thanks	"This is ball shit because i <allcaps> broken my ankle on Sunday at football the army won't let me in for <number> thanks Callum ""Twat"""
negative	shit	rvp <allcaps> shit on afc <allcaps> by moving to MUFC, yet served them brilliantly over <number> years, will the fans give him shit on Saturday? <hashtag> cantwaittofindout!
positive	brilliantly	rvp <allcaps> shit on afc <allcaps> by moving to MUFC, yet served them brilliantly over <number> years, will the fans give him shit on Saturday? <hashtag> cantwaittofindout!
negative	give him shit	rvp <allcaps> shit on afc <allcaps> by moving to MUFC, yet served them brilliantly over <number> years, will the fans give him shit on Saturday? <hashtag> cantwaittofindout!
positive	<hashtag> cantwaittofindout!	rvp <allcaps> shit on afc <allcaps> by moving to MUFC, yet served them brilliantly over <number> years, will the fans give him shit on Saturday? <hashtag> cantwaittofindout!
positive	serious sucking up	Doing some serious sucking up tonight so i <allcaps> can go Harry's tomorrow <sadface> <user>
positive	Excited	Excited to head to <hashtag> florida tomorrow. Participating in the <hashtag> tyrf <hashtag> strikeforce to make sure fl <allcaps> goes <number> <hashtag> mittromney. <hashtag> tcot <hashtag> txcot <hashtag> DallasGOP
positive	fl <allcaps>	Excited to head to <hashtag> florida tomorrow. Participating in the <hashtag> tyrf <hashtag> strikeforce to make sure fl <allcaps> goes <number> <hashtag> mittromney. <hashtag> tcot <hashtag> txcot <hashtag> DallasGOP
negative	luck for	The Boys: <url> Calvin Watkins explains why Sunday night games are bad luck for the Cowboys and <url>
positive	<hashtag> classic	"<user> You sound like Will Ferrell on Old School. "" Got a big day tomorrow""! <hashtag> soundsexciting <hashtag> classic"
negative	'No Favorites'	'No Favorites' for Russia-Portugal Clash - Capello: MOSCOW, October <number> (RIA Novosti) - Russia's match with Portu <url>
positive	you're more than welcome to stop by.	Apparently tomorrow is Nation Kissing Day. Ladies, you're more than welcome to stop by.
positive	<smile>	Going to see Kendrick Lamar with <user> in jan <smile>
positive	greatest	noel fielding may be one of the greatest people alive.
neutral	Looking forward	<user> no not yet, going Taiwan soon for training then passing out December <number> Looking forward to not being a recruit/trainee ha
positive	and	breaking <allcaps> Apparently Jeremy Kyle is set to star in the <number> Star Wars film by Disney. He's going to try and find Luke's real <allcaps> father.
positive	Luke's	breaking <allcaps> Apparently Jeremy Kyle is set to star in the <number> Star Wars film by Disney. He's going to try and find Luke's real <allcaps> father.
positive	enjoyed	Hope everybody enjoyed Ben Amos at Welton on Monday? Don't forget <user> will be at market weighton this coming Monday the <number>
neutral	Don't forget	Hope everybody enjoyed Ben Amos at Welton on Monday? Don't forget <user> will be at market weighton this coming Monday the <number>
negative	hell	<user> hell yea bro the crew gnna meet up in Athens on the <number>
positive	enjoy	Spirit Friday!Fill the halls with School colors and enjoy a dress down day! No PJ, Yoga pants or Flip Flops/backless shoes. You Are Poland!
positive	<hashtag> 7ThingsAboutMyBestfriend	<hashtag> 7ThingsAboutMyBestfriend she is treating me to cookout tomorrow, first thing when i <allcaps> get to jacksonville. <user>
positive	really	Anyone wanna go see <hashtag> shedseven at Boro on <number> December?? <number> each. Let me know, i <allcaps> really want to go.
negative	denies	Video: afp <allcaps> - Gaza's Hamas denies involvement in Sinai attack: Following the election of Mohamed Morsi in June, r <url>
positive	beautiful	This time tomorrow i <allcaps> will be en route to San Fran with my beautiful ladyfriend <user> Life is pretty excellent.
positive	pretty excellent.	This time tomorrow i <allcaps> will be en route to San Fran with my beautiful ladyfriend <user> Life is pretty excellent.
positive	recognized	<hashtag> HalloweenFacts <hashtag> Halloween also is recognized as the <number> biggest party day after New Year's and Super Bowl Sunday.
positive	one of the <number> names	<user> he is one of the <number> names on Mancini's team sheet and he was one of the <number> names on capello's team sheet and that says it all
positive	team	<user> he is one of the <number> names on Mancini's team sheet and he was one of the <number> names on capello's team sheet and that says it all
positive	<number> names	<user> he is one of the <number> names on Mancini's team sheet and he was one of the <number> names on capello's team sheet and that says it all
positive	that says it all	<user> he is one of the <number> names on Mancini's team sheet and he was one of the <number> names on capello's team sheet and that says it all
negative	Brain is fried	<user> Brain is fried  won't turn off  feels like Ground Hog day  may need shock treatments to reboot!!!
negative	won't turn off	<user> Brain is fried  won't turn off  feels like Ground Hog day  may need shock treatments to reboot!!!
negative	need shock treatments	<user> Brain is fried  won't turn off  feels like Ground Hog day  may need shock treatments to reboot!!!
positive	cool	Met <user> via Google+ Hangout on Wednesday! So cool to meet someone that you've actually cited in paper <smile>
negative	missing	<user> look at the countries we're playing, we were <number> seeds. Also we're missing Ched Evans, Bellamy, Ramsey, Collins etc etc!
positive	can	<user> February <number> aka Groundhog Day, we can pull it off, right?
positive	beauty	Another beauty of a day in Athens, Greece. i <allcaps> trust you'll have an exceptional Friday wherever in the world you are. Much love.
positive	exceptional	Another beauty of a day in Athens, Greece. i <allcaps> trust you'll have an exceptional Friday wherever in the world you are. Much love.
positive	love.	Another beauty of a day in Athens, Greece. i <allcaps> trust you'll have an exceptional Friday wherever in the world you are. Much love.
negative	picks up	Jeremy Lin picks up his <number> foul, all he does is turn it over!!!! Pistons are hot right now folks!!
negative	<number> foul, all he does is turn it over!!!! Pistons are hot right	Jeremy Lin picks up his <number> foul, all he does is turn it over!!!! Pistons are hot right now folks!!
negative	never win	They better take Joe Pa to the Pet Semetary They may never win agdin
positive	glorious	Dr. Mohamed Morsi announced as Egypt's <number> elected President after the glorious <number> of Jan Revolution. Congratulations to <hashtag> Egypt
positive	Congratulations	Dr. Mohamed Morsi announced as Egypt's <number> elected President after the glorious <number> of Jan Revolution. Congratulations to <hashtag> Egypt
positive	For sure.	<user> For sure. Tough Lovers are playig Dickens on the <number> if you'd like to join me.
negative	arrest	Activists demand release of Jharkhand tribal leader: New Delhi, Nov <number> (IANS) Condemning the arrest of woman trib <url>
positive	awesome	May your life one day be as awesome as you pretend it is on Facebook- Will Ferrell
positive	being more beneficial	<user> This may end up being more beneficial to us with Cofield playing more naturally at the end spot &amp; Baker clogging up the middle.
negative	absconding	Search on for absconding 'rapist' footballers: Police: Kolkata, Nov <number> (IANS) Police are still on the  <url> <user>
negative	gets	Acta gets the ax. Wrote about him and other managers on the hot seat on Tuesday <url>
positive	good	Obama is good for Israel: Tens of millions of Americans will go to the polls on Tuesday to vote for a president  <url>
negative	stripped of	Feb. <number> Terry is stripped of d armband by Capello over allgtn he had affair wt w.Brdge Ex-GF. Capello returns d job to Terry a year later.
negative	Desperation	today is Desperation Day. If you know what i mean.
positive	awesome	Republic day in turkey <number> Oct fire work awesome <url>
neutral	may not	Art may or may not be the hardest class ever <allcaps>
negative	hardest	Art may or may not be the hardest class ever <allcaps>
neutral	adding	<user> well by the sounds of it we may be adding Gagner too. Where are these guys all going to fit in?
neutral	Where are these guys all going to fit in?	<user> well by the sounds of it we may be adding Gagner too. Where are these guys all going to fit in?
positive	better defensive.	<user> tbf it is, Hodgson currently has the same record as Capello and Hoddle but a better defensive. This is his <number> game in
positive	can't wait	<user> can't wait to see you Dec <number> at msg <allcaps> in ny <allcaps> &lt;3
positive	see	<user> can't wait to see you Dec <number> at msg <allcaps> in ny <allcaps> &lt;3
positive	is the best	<user> December <number> will show all the Louisville fans that Kentucky is the best
negative	that's not	"Did you see that Andy Carroll header? What technique! ""C'mon! that's not technique. Technique is passing the ball <number> yards <number> times."""
negative	<hashtag> HowToPissAGirlOff	"<hashtag> HowToPissAGirlOff stick a dead goat through her letter box on february <number> with a note written in blood saying ""happy valentine's day"""
positive	good	Flight starring Denzel Washington was a good ass movie go see it tomorrow when it comes out
neutral	progress	<user> <user> Gonna try using it with Sadat, will evaluate my progress tomorrow at the library lol
positive	haha!	<user> haha! This weekends crazy esp w/ mike working but I'm throwing you a welcome home <number> birthday <number> when you get back from fl <allcaps>
positive	welcome home	<user> haha! This weekends crazy esp w/ mike working but I'm throwing you a welcome home <number> birthday <number> when you get back from fl <allcaps>
positive	First time	"First time listing to Red: ""Does this diva think she's Avril Lavigne?"" <number> - <number> time: can't.stop.listening."
positive	can't.stop.listening.	"First time listing to Red: ""Does this diva think she's Avril Lavigne?"" <number> - <number> time: can't.stop.listening."
negative	don't give	Unless you got a throw back Thursday picture with Michael Jackson i <allcaps> don't give a fuck about your faggot ass picture
negative	fuck about your faggot ass picture	Unless you got a throw back Thursday picture with Michael Jackson i <allcaps> don't give a fuck about your faggot ass picture
positive	can't wait	i <allcaps> can't wait to here this Negros explanation about Monday night!!! Smh un huh trust issues
positive	winner.	Jerzy boy Janowicz over Murray! What is going on in Paris?! We'll have a new Master's <number> winner. No big <number> past the <number> round.
negative	only time	Tomorrow will probably be the only time i wish i was in Hong Kong.
negative	doubt	<user> -_-Seriously Sadat i doubt dat that may be ur mind playn tricks but if it did then u a trill nigga for even comgn back on da train
negative	Bad times	Bad times when u missed Waterloo road last thursday when in Tenerife and dont realise it was the last episode <sadface> <hashtag> notfair
negative	<sadface> <hashtag> notfair	Bad times when u missed Waterloo road last thursday when in Tenerife and dont realise it was the last episode <sadface> <hashtag> notfair
positive	COOL!!!	COOL!!! There's a Criminal Minds season <number> marathon on, and tomorrow it's a Castle season <number> one. <url>
positive	hold out hope	<user> hold out hope for Valentine, he may win manager of the year
positive	may win	<user> hold out hope for Valentine, he may win manager of the year
positive	great	<user> Happy Thursday Jennette from Detroits <hashtag> 1 <allcaps> Radio station wrom <allcaps> Radio have a great weekend ahead We love a follow back from you
positive	love	<user> Happy Thursday Jennette from Detroits <hashtag> 1 <allcaps> Radio station wrom <allcaps> Radio have a great weekend ahead We love a follow back from you
negative	doesnt	Bale doesnt celebrate his goal but races over cuddling Dempsey on the <number> Illustrates perfectly the bullshitting spotlight whores they are.
positive	perfectly	Bale doesnt celebrate his goal but races over cuddling Dempsey on the <number> Illustrates perfectly the bullshitting spotlight whores they are.
negative	whores	Bale doesnt celebrate his goal but races over cuddling Dempsey on the <number> Illustrates perfectly the bullshitting spotlight whores they are.
negative	is a joke only. Forever alone	Sunday is turning out to be the day when i play Temple Run. Social life is a joke only. Forever alone lvl <number>
positive	enjoying	<user> Mate, how are you lads enjoying Andy Carroll over there? Can we have him back in January? We're a bit desperate!
negative	desperate!	<user> Mate, how are you lads enjoying Andy Carroll over there? Can we have him back in January? We're a bit desperate!
positive	<smile>	<user> qeii <allcaps> in Woolwich. Only <number> mins from home. <smile> my sister Becky is going to come and stay sat-mon i <allcaps> think.
positive	celebration	Our <user> <number> celebration continues with this long interview with Jim White, who plays Sat. at Cats Cradle for YR15. <url>
positive	a lot better	Saturday's ufc <allcaps> on Fuel tv <allcaps> looks a lot better than the scheduled undercard of ufc <allcaps> <number> No surprise <number> got cancelled. <url>
neutral	surprise	Saturday's ufc <allcaps> on Fuel tv <allcaps> looks a lot better than the scheduled undercard of ufc <allcaps> <number> No surprise <number> got cancelled. <url>
negative	cancelled.	Saturday's ufc <allcaps> on Fuel tv <allcaps> looks a lot better than the scheduled undercard of ufc <allcaps> <number> No surprise <number> got cancelled. <url>
negative	Can't believe	Can't believe Rivers did that in that situation. Dominate the <number> half and <hashtag> Bolts up only up <number> Anyone remember Denver?
negative	that	"stop that my dude""@KButter5: dook football, even the sun shines on a dog's a$$ some days. <hashtag> UNC"" <allcaps>"
positive	gains	Dollar gains on euro amid Greek woes: New York - The euro sagged against the dollar on Thursday as the revised g <allcaps> <url>
negative	sagged	Dollar gains on euro amid Greek woes: New York - The euro sagged against the dollar on Thursday as the revised g <allcaps> <url>
positive	Laughing	"Laughing at the wv <allcaps> ""blizzard"". That's not a blizzard, that's just another Monday night in CNY. <hashtag> SorryNotSorry"
negative	not	"Laughing at the wv <allcaps> ""blizzard"". That's not a blizzard, that's just another Monday night in CNY. <hashtag> SorryNotSorry"
negative	<hashtag> SorryNotSorry	"Laughing at the wv <allcaps> ""blizzard"". That's not a blizzard, that's just another Monday night in CNY. <hashtag> SorryNotSorry"
negative	pains	Born in February close to Valentines. Through all the heart pains i <allcaps> still look for Love guess Imma always b crazy
positive	still	Born in February close to Valentines. Through all the heart pains i <allcaps> still look for Love guess Imma always b crazy
positive	Love	Born in February close to Valentines. Through all the heart pains i <allcaps> still look for Love guess Imma always b crazy
negative	crazy	Born in February close to Valentines. Through all the heart pains i <allcaps> still look for Love guess Imma always b crazy
negative	leaves a lot to be desired,	i <allcaps> realize Bellamy is a freshman qb <allcaps> but the play selection leaves a lot to be desired, option toss on <number> and <number> <hashtag> CmonMan
positive	biggest	Rare, <number> meteorite discovered in Poland, biggest in Eastern Europe and may provide clues about Earth's core: <url>
negative	Forget	Forget Johnny &amp; June, i <allcaps> want a love like Blake &amp; Miranda!
neutral	want	Forget Johnny &amp; June, i <allcaps> want a love like Blake &amp; Miranda!
positive	love	Forget Johnny &amp; June, i <allcaps> want a love like Blake &amp; Miranda!
negative	Rally,,,pretty tame	Home, survived <number> day of Rally,,,pretty tame today., but then it was Joe's Crabshack , not the Bucket of Blood Bar!
positive	won	Smashing fifa <allcaps> atm won the Capital One Cup,1st in the league and in the finals of the F.A Cup and Champions League
positive	a great season!	If San Antonio continues to play like they did tonight with little help from Parker in the <number> half &amp; no Ginobili, it'll be a great season!
positive	want to give up	Sounds like the <hashtag> Oilers don't want to give up a <number> round pick in the Gagner deal. That's slowed down negotiations. Gagner value too high?
negative	slowed	Sounds like the <hashtag> Oilers don't want to give up a <number> round pick in the Gagner deal. That's slowed down negotiations. Gagner value too high?
negative	killed	<user> Lorenzo Beasley. He was killed on July <number> of last year on the corner of <number> and King Dr.
positive	enjoy	<user> all <allcaps> aboard <allcaps> <number> flight to Hong Kong then off to the uk <allcaps> from there <hashtag> Tweet_Yah_Later enjoy
positive	great time	<user> Have a great time tomorrow , and maybe can you come to Belgium ? <repeat> <smile> xx
positive	got better value.	<user> Lowry's getting $12 mil over <number> years, Lin's getting $25 over <number> but $14.8 mil in the <number> year. I'd say Toronto got better value.
negative	joke	<user> Aston Villa are a joke mate and so is your profile pic u may wanna hit the gym b4 u head to the Bridge w your bitch slaps <hashtag> JogOn
negative	bitch	<user> Aston Villa are a joke mate and so is your profile pic u may wanna hit the gym b4 u head to the Bridge w your bitch slaps <hashtag> JogOn
negative	lost	Las Vegas is my <number> home and I'll be there after the election but The Wynn just lost my business after the bogus Obama comments.
negative	<hashtag> whoboutit	<user> <user> <user> Monday is the tournament. Weight class Negros. <hashtag> whoboutit
negative	niggaswhere the hoes	Why every time twitter email me saying we found pple you may know its a bunch of niggaswhere the hoes at <user> ?
positive	<hashtag> SexySoulsInterestingPics	All Ricky Martin's fans interested in joining SIPs, you are welcome to do so. Theme Mustache <number> Sat tag under <hashtag> SexySoulsInterestingPics
positive	Love	Love it when you have Bale first scorer, <number> time in a week <hashtag> loveit
positive	<hashtag> loveit	Love it when you have Bale first scorer, <number> time in a week <hashtag> loveit
positive	worth	Noel Fielding was worth the wait for him to recover. a <allcaps> kind of fractured genius. Lady near me may have actually expelled some urine.
negative	fractured genius.	Noel Fielding was worth the wait for him to recover. a <allcaps> kind of fractured genius. Lady near me may have actually expelled some urine.
positive	Thank you	Thank you to all of our parents&amp; guidance staff for our annual Academic Signing Day on Thursday! I'll post photos soon!
negative	don't believe	<user> my <allcaps> birthday <allcaps> on <allcaps> FEBRUARY. My friends think it's for Valentine's day but i <allcaps> don't believe so. <sadface>
negative	<sadface>	<user> my <allcaps> birthday <allcaps> on <allcaps> FEBRUARY. My friends think it's for Valentine's day but i <allcaps> don't believe so. <sadface>
negative	too much	Is it too much to ask that i <allcaps> get a Ground Hog Day sitchie for the Wednesday evening/night that just passed? <hashtag> PermaSmile
negative	wicked.	The new Bruno Mars song is wicked. It sounds like a cross between the Police and Michael Jackson. i <allcaps> may or may not play it <number> times/day!
neutral	may or may not	The new Bruno Mars song is wicked. It sounds like a cross between the Police and Michael Jackson. i <allcaps> may or may not play it <number> times/day!
positive	excited	Game <number> tomorrow!!! I'm excited in this shit than the coming pro bowl haha
positive		Game <number> tomorrow!!! I'm excited in this shit than the coming pro bowl haha
positive	<hashtag> lovely	Sat here with a cuppa coffee, watching Jeremy Kyle with <user> <hashtag> lovely
positive	soon,	She said that some day soon, the sun was gonna shine. And shecouldn't have been more wrong! My Valentine.
negative	shecouldn't have been more wrong!	She said that some day soon, the sun was gonna shine. And shecouldn't have been more wrong! My Valentine.
positive	rock	i <allcaps> think i <allcaps> may know the story of the party nail. Salina Gomez jammed her finger the night before the Grammy awards. i <allcaps> rock a party toe today!
positive	<number>	Jeremy Lin was a <number> for Rockets in his debut. That's the <number> plus-minus for him in any game in his career.
positive	My day is complete!!!! Oh how i <allcaps> love my Bey	First the Superbowl now Revel will finally be released on dvd <allcaps> on Nov <number> My day is complete!!!! Oh how i <allcaps> love my Bey
neutral	just in time	i <allcaps> am going home tonight and sleeping until about <number> pm tomorrow, just in time to get to Durham for the Duke game.
positive	Safe and sound	Safe and sound at <hashtag> FLIBS <allcaps> We'll be all over the docks tomorrow!
positive	Thrilled and honored.	I've just been invited to speak at the World Economic Forum in Davos (@davos) this January. Thrilled and honored. <url>
positive	<smile>	just <hashtag> watched Dream High <number> episode <number> I'll watch it tomorrow for next episode <smile> 
negative	awwww shit	awwww shit i <allcaps> still got some new Amsterdam in the fridge. mmhmm tomorrow after work ima need that before i <allcaps> go out
neutral	mmhmm	awwww shit i <allcaps> still got some new Amsterdam in the fridge. mmhmm tomorrow after work ima need that before i <allcaps> go out
negative	couldn't make it	<user> We couldn't make it to Jan though edd is <number> Jan! I'm a feb kid &amp; if it coincides with the CNY, i <allcaps> only get <number> ang bao! BAH!
positive	You would LOVE!	<user> oh, it is, tomorrow is Jason Wu fashion show!! You would LOVE!
negative	mouldy	If they play New Born tomorrow instead of ss <allcaps> i <allcaps> will throw one of the mouldy donuts in the flat at Bellamy and his shitey roulette wheel
negative	shitey	If they play New Born tomorrow instead of ss <allcaps> i <allcaps> will throw one of the mouldy donuts in the flat at Bellamy and his shitey roulette wheel
positive	Happy	<user> <user> <user> <user> Happy Halloween spend it with Bruno Mars and shenanigans <url>
negative	"""Desperation"	"on February <number> ""Desperation Day"" a <allcaps> magical night, when a ten has the self-esteem of a four and the depraved enthusiasm of a two. :bd"
positive	magical	"on February <number> ""Desperation Day"" a <allcaps> magical night, when a ten has the self-esteem of a four and the depraved enthusiasm of a two. :bd"
negative	depraved enthusiasm	"on February <number> ""Desperation Day"" a <allcaps> magical night, when a ten has the self-esteem of a four and the depraved enthusiasm of a two. :bd"
positive	Best safety	<user> i <allcaps> smell a <number> pro <allcaps> bowl <allcaps> for my boy! Best safety in the league! Shout out for that solid legal hit! <hashtag> TheHawk4ProBowl
positive	glad he's gone.	<user> i <allcaps> know thats what Im saying lol Tucker straight outkicked Cundiff in camp, I'm glad he's gone. Didnt he miss one in the <number> qtr?
positive	doing well	Ben Amos doing well <user> .Another clean sheet. He says he's enjoying the challenge of playing regular <number> team football. <hashtag> MUFC <allcaps>
positive	clean	Ben Amos doing well <user> .Another clean sheet. He says he's enjoying the challenge of playing regular <number> team football. <hashtag> MUFC <allcaps>
positive	enjoying	Ben Amos doing well <user> .Another clean sheet. He says he's enjoying the challenge of playing regular <number> team football. <hashtag> MUFC <allcaps>
positive	love	<user> Doing a show in Amsterdam? Would love to see you guys play live soon! i <allcaps> might be in amsterdam Saturday night
positive	soon!	<user> Doing a show in Amsterdam? Would love to see you guys play live soon! i <allcaps> might be in amsterdam Saturday night
positive	highest	<user> REALLY? he had the highest plus/minus on the team. When Lin got his <number> foul n <number> quarter Pistons went on <number> run
negative	Can't claim	<user> Gagner has been in trade rumours since the beginning of the year. Can't claim <number> on this one bud.
negative	haven't	If you haven't seen your Good Giving Guide yet, check it out online. The Challenge starts Nov <number> - we appreciate your support!
positive	your	If you haven't seen your Good Giving Guide yet, check it out online. The Challenge starts Nov <number> - we appreciate your support!
positive		If you haven't seen your Good Giving Guide yet, check it out online. The Challenge starts Nov <number> - we appreciate your support!
negative	upsets	Here are the five Capital One Cup matches tonight and some potential upsets on the cards - Swindon to beat Aston Villa? <url>
negative	may not be that good of	Channing Tatum may not be that good of an actor but he sure as hell can dance <hashtag> ayyyyye
positive	sure as hell can	Channing Tatum may not be that good of an actor but he sure as hell can dance <hashtag> ayyyyye
negative	crying	How are you spending your Saturday night? I'm currently sitting crying my eyes out to The Vow.
negative	unrealistic.	"<user> all i <allcaps> can say is that it was very unrealistic. The <number> movie was better-storyline, dialogue! And of course ""The Grey"" thumbs up!"
positive	better-storyline,	"<user> all i <allcaps> can say is that it was very unrealistic. The <number> movie was better-storyline, dialogue! And of course ""The Grey"" thumbs up!"
positive	thumbs up!	"<user> all i <allcaps> can say is that it was very unrealistic. The <number> movie was better-storyline, dialogue! And of course ""The Grey"" thumbs up!"
positive	cant wait!	<user> cant wait! coming to see you in February from Belgium!
negative	don't like	Tomorrow is last day for early voting in Nevada. i <allcaps> am not inspired to vote early. i <allcaps> don't like many of the choices. Most suck balls.
negative	suck balls.	Tomorrow is last day for early voting in Nevada. i <allcaps> am not inspired to vote early. i <allcaps> don't like many of the choices. Most suck balls.
positive	<hashtag> DudeImStoked	Oingo Boingo (well, most of the band) tomorrow &amp; Leonard Cohen on Monday. <hashtag> DudeImStoked
positive	favourite	Harry Redknapp <number> favourite at <number> to be next blackburn boss!! venkys please make this happen!!!! <hashtag> makeredknapparover
positive	please make this happen!!!!	Harry Redknapp <number> favourite at <number> to be next blackburn boss!! venkys please make this happen!!!! <hashtag> makeredknapparover
negative	Can't watch	"Can't watch Rafa's ""I'll be back"" video til the end, it's too heartbreaking <sadface> plus it just reminded me he was up <number> in ao <allcaps> <number> set"
negative	too heartbreaking	"Can't watch Rafa's ""I'll be back"" video til the end, it's too heartbreaking <sadface> plus it just reminded me he was up <number> in ao <allcaps> <number> set"
negative	overrated	Austin Rivers is overrated i <allcaps> don't see how he came out in <number> round
negative	don't see how	Austin Rivers is overrated i <allcaps> don't see how he came out in <number> round
negative	fake?	<user> Is t it fake? The Grammys nominations come out in December!!!
positive	come out	<user> Is t it fake? The Grammys nominations come out in December!!!
